type,word
citation,s o ɾ g u t͡ʃ
profs,s o ɾ g u t͡ʃ t͡ʃ u
predicative,s o ɾ g u t͡ʃ u m
accusative,s o ɾ g u t͡ʃ u
possessive,s o ɾ g u d͡ʒ u m
citation,s o ɾ m a d͡ʒ a
profs,s o ɾ m a d͡ʒ a d͡ʒ ɯ
predicative,s o ɾ m a d͡ʒ a j ɯ m
accusative,s o ɾ m a d͡ʒ a j ɯ
possessive,s o ɾ m a d͡ʒ a m
citation,s o ɾ m a k
aorist,s o ɾ a ɾ
causative,s o ɾ d u ɾ u ɾ
citation,s o ɾ t i
profs,s o ɾ t i d͡ʒ i
predicative,s o ɾ t i j i m
accusative,s o ɾ t i j i
possessive,s o ɾ t i m
citation,s o ɾ u
profs,s o ɾ u d͡ʒ u
predicative,s o ɾ u j u m
accusative,s o ɾ u j u
citation,s o ɾ u ɫ m a k
aorist,s o ɾ u ɫ u ɾ
causative,s o ɾ u ɫ t u ɾ
citation,b a ɾ ɯ n a k
profs,b a ɾ ɯ n a k t͡ʃ ɯ
predicative,b a ɾ ɯ n a ɯ m
accusative,b a ɾ ɯ n a ɯ
possessive,b a ɾ ɯ n a ɯ m
citation,s o ɾ u m ɫ u
profs,s o ɾ u m ɫ u d͡ʒ u
predicative,s o ɾ u m ɫ u j u m
accusative,s o ɾ u m ɫ u j u
possessive,s o ɾ u m ɫ u m
citation,s o ɾ u n
profs,s o ɾ u n d͡ʒ u
predicative,s o ɾ u n u m
accusative,s o ɾ u n u
possessive,s o ɾ u n u m
citation,s o s
profs,s o s t͡ʃ u
predicative,s o s u m
accusative,s o s u
possessive,s o s u m
citation,s o s j a l
profs,s o s j a l d͡ʒ i
predicative,s o s j a l i m
accusative,s o s j a l i
possessive,s o s j a l i m
citation,s o s j a ɫ i s t
profs,s o s j a ɫ i s t t͡ʃ i
predicative,s o s j a ɫ i s t i m
accusative,s o s j a ɫ i s t i
possessive,s o s j a ɫ i s t i m
citation,s o s j e t e
profs,s o s j e t e d͡ʒ i
predicative,s o s j e t e j i m
accusative,s o s j e t e j i
possessive,s o s j e t e m
citation,s o t e
profs,s o t e d͡ʒ i
predicative,s o t e j i m
accusative,s o t e j i
possessive,s o t e m
citation,s o j
profs,s o j d͡ʒ u
predicative,s o j u m
accusative,s o j u
possessive,s o j u m
citation,b a ɾ ɯ n m a k
aorist,b a ɾ ɯ n ɯ ɾ
causative,b a ɾ ɯ n d ɯ ɾ ɯ ɾ
citation,s o j a
profs,s o j a d͡ʒ ɯ
predicative,s o j a j ɯ m
accusative,s o j a j ɯ
possessive,s o j a m
citation,s o j a t͡ʃ e k i m
profs,s o j a t͡ʃ e k i m d͡ʒ i
predicative,s o j a t͡ʃ e k i m i m
accusative,s o j a t͡ʃ e k i m i
possessive,s o j a t͡ʃ e k i m i m
citation,s o j d u ɾ m a k
aorist,s o j d u ɾ u ɾ
causative,s o j d u ɾ t u ɾ
citation,s o j g u n
profs,s o j g u n d͡ʒ u
predicative,s o j g u n u m
accusative,s o j g u n u
possessive,s o j g u n u m
citation,s o j k ɯ ɾ ɯ m
profs,s o j k ɯ ɾ ɯ m d͡ʒ ɯ
predicative,s o j k ɯ ɾ ɯ m ɯ m
accusative,s o j k ɯ ɾ ɯ m ɯ
possessive,s o j k ɯ ɾ ɯ m ɯ m
citation,s o j m a
aorist,s o j a ɾ
infinitive,s o j m a k
causative,s o j d u ɾ u ɾ
citation,s o j m a k
citation,s o j o ɫ u ʃ
profs,s o j o ɫ u ʃ t͡ʃ u
predicative,s o j o ɫ u ʃ u m
accusative,s o j o ɫ u ʃ u
possessive,s o j o ɫ u ʃ u m
citation,b a ɾ ɯ ʃ
profs,b a ɾ ɯ ʃ t͡ʃ ɯ
predicative,b a ɾ ɯ ʃ ɯ m
accusative,b a ɾ ɯ ʃ ɯ
possessive,b a ɾ ɯ ʃ ɯ m
citation,s o j s o p
profs,s o j s o p t͡ʃ u
predicative,s o j s o p u m
accusative,s o j s o b u
possessive,s o j s o b u m
citation,s o j s u z
profs,s o j s u z d͡ʒ u
predicative,s o j s u z u m
accusative,s o j s u z u
possessive,s o j s u z u m
citation,s o j t a ɾ ɯ
profs,s o j t a ɾ ɯ d͡ʒ ɯ
predicative,s o j t a ɾ ɯ j ɯ m
accusative,s o j t a ɾ ɯ j ɯ
possessive,s o j t a ɾ ɯ m
citation,s o j u d͡ʒ u
profs,s o j u d͡ʒ u
predicative,s o j u d͡ʒ u j u m
accusative,s o j u d͡ʒ u j u
possessive,s o j u d͡ʒ u m
citation,s o j u ɫ m a
aorist,s o j u ɫ u ɾ
infinitive,s o j u ɫ m a k
causative,s o j u ɫ t u ɾ
citation,s o j u n m a k
aorist,s o j u n u ɾ
causative,s o j u n d u ɾ u ɾ
citation,s o j u t
profs,s o j u t t͡ʃ u
predicative,s o j u t u m
accusative,s o j u t u
possessive,s o j u t u m
citation,s o j u t t͡ʃ u ɫ u k
profs,s o j u t t͡ʃ u ɫ u k t͡ʃ u
predicative,s o j u t t͡ʃ u ɫ u u m
accusative,s o j u t t͡ʃ u ɫ u u
possessive,s o j u t t͡ʃ u ɫ u u m
citation,b a ɾ ɯ ʃ t͡ʃ ɯ
profs,b a ɾ ɯ ʃ t͡ʃ ɯ d͡ʒ ɯ
predicative,b a ɾ ɯ ʃ t͡ʃ ɯ j ɯ m
accusative,b a ɾ ɯ ʃ t͡ʃ ɯ j ɯ
possessive,b a ɾ ɯ ʃ t͡ʃ ɯ m
citation,s p a t y ɫ
profs,s p a t y ɫ d͡ʒ y
predicative,s p a t y ɫ y m
accusative,s p a t y ɫ y
possessive,s p a t y ɫ y m
citation,s p a z m
profs,s p a z m d͡ʒ ɯ
predicative,s p a z m ɯ m
accusative,s p a z m ɯ
possessive,s p a z m ɯ m
citation,s p e k t a k y ɫ e ɾ
profs,s p e k t a k y ɫ e ɾ d͡ʒ i
predicative,s p e k t a k y ɫ e ɾ i m
accusative,s p e k t a k y ɫ e ɾ i
possessive,s p e k t a k y ɫ e ɾ i m
citation,s p e k y ɫ a s j o n
profs,s p e k y ɫ a s j o n d͡ʒ u
predicative,s p e k y ɫ a s j o n u m
accusative,s p e k y ɫ a s j o n u
possessive,s p e k y ɫ a s j o n u m
citation,s p e s i f i k
profs,s p e s i f i k t͡ʃ i
predicative,s p e s i f i i m
accusative,s p e s i f i i
possessive,s p e s i f i i m
citation,s p i k e ɾ
profs,s p i k e ɾ d͡ʒ i
predicative,s p i k e ɾ i m
accusative,s p i k e ɾ i
possessive,s p i k e ɾ i m
citation,s i p i k e ɾ
profs,s i p i k e ɾ d͡ʒ i
predicative,s i p i k e ɾ i m
accusative,s i p i k e ɾ i
possessive,s i p i k e ɾ i m
citation,s p i ɾ a l
profs,s p i ɾ a l d͡ʒ i
predicative,s p i ɾ a l i m
accusative,s p i ɾ a l i
possessive,s p i ɾ a l i m
citation,b a ɾ ɯ ʃ m a k
causative,b a ɾ ɯ ʃ t ɯ ɾ ɯ ɾ
citation,s p i ɾ i t u a ɫ i z i m
profs,s p i ɾ i t u a ɫ i z i m d͡ʒ i
predicative,s p i ɾ i t u a ɫ i z m i m
accusative,s p i ɾ i t u a ɫ i z i m i
possessive,s p i ɾ i t u a ɫ i z m i m
citation,s ɯ p o ɾ
profs,s ɯ p o ɾ d͡ʒ u
predicative,s ɯ p o ɾ u m
accusative,s ɯ p o ɾ u
possessive,s ɯ p o ɾ u m
citation,s ɯ p o ɾ d͡ʒ u
profs,s ɯ p o ɾ d͡ʒ u d͡ʒ u
predicative,s ɯ p o ɾ d͡ʒ u j u m
accusative,s ɯ p o ɾ d͡ʒ u j u
possessive,s ɯ p o ɾ d͡ʒ u m
citation,s p ɾ e j
profs,s p ɾ e j d͡ʒ i
predicative,s p ɾ e j i m
accusative,s p ɾ e j i
possessive,s p ɾ e j i m
citation,s t a b i ɫ
profs,s t a b i ɫ d͡ʒ i
predicative,s t a b i ɫ i m
accusative,s t a b i ɫ i
possessive,s t a b i ɫ i m
citation,s t a d j u m
profs,s t a d j u m d͡ʒ u
predicative,s t a d j u m u m
accusative,s t a d j u m u
possessive,s t a d j u m u m
citation,s t a f i l o k o k
profs,s t a f i l o k o k t͡ʃ u
predicative,s t a f i l o k o k u m
accusative,s t a f i l o k o k u
possessive,s t a f i l o k o k u m
citation,s ɯ t a ʒ
profs,s ɯ t a ʒ d͡ʒ ɯ
predicative,s ɯ t a ʒ ɯ m
accusative,s ɯ t a ʒ ɯ
possessive,s ɯ t a ʒ ɯ m
citation,s t a n d
profs,s t a n d d͡ʒ ɯ
predicative,s t a n d ɯ m
accusative,s t a n d ɯ
possessive,s t a n d ɯ m
citation,s t a t i k
profs,s t a t i k t͡ʃ i
predicative,s t a t i i m
accusative,s t a t i i
possessive,s t a t i i m
citation,s i t e p n e
profs,s i t e p n e d͡ʒ i
predicative,s i t e p n e j i m
accusative,s i t e p n e j i
possessive,s i t e p n e m
predicative,s ɯ t o k u m
accusative,s ɯ t o k u
possessive,s ɯ t o k u m
citation,s t ɾ a t e ʒ i
profs,s t ɾ a t e ʒ i d͡ʒ i
predicative,s t ɾ a t e ʒ i j i m
accusative,s t ɾ a t e ʒ i j i
possessive,s t ɾ a t e ʒ i m
citation,s i t ɾ e p t o k o k
profs,s i t ɾ e p t o k o k t͡ʃ u
predicative,s i t ɾ e p t o k o k u m
accusative,s i t ɾ e p t o k o k u
possessive,s i t ɾ e p t o k o k u m
citation,b a ɾ i k a t
profs,b a ɾ i k a t t͡ʃ ɯ
predicative,b a ɾ i k a d ɯ m
accusative,b a ɾ i k a d ɯ
possessive,b a ɾ i k a d ɯ m
citation,s y t y d j o
profs,s y t y d j o d͡ʒ u
predicative,s y t y d j o j u m
accusative,s y t y d j o j u
possessive,s y t y d j o m
citation,s u
profs,s u d͡ʒ u
predicative,s u j u m
accusative,s u j u
possessive,s u j u m
citation,s u ɾ
profs,s u ɾ d͡ʒ u
predicative,s u ɾ u m
accusative,s u ɾ u
possessive,s u ɾ u m
citation,s y p h a n
profs,s y p h a n d͡ʒ ɯ
predicative,s y p h a n ɯ m
accusative,s y p h a n ɯ
possessive,s y p h a n ɯ m
citation,s y b ʒ e k t i f
profs,s y b ʒ e k t i f t͡ʃ i
predicative,s y b ʒ e k t i f i m
accusative,s y b ʒ e k t i f i
possessive,s y b ʒ e k t i f i m
citation,s y b u t
profs,s y b u t t͡ʃ u
predicative,s y b u t u m
accusative,s y b u t u
possessive,s y b u t u m
citation,s y b j a n
profs,s y b j a n d͡ʒ ɯ
profs,s y b i j a n d͡ʒ ɯ
predicative,s y b j a n ɯ m
accusative,s y b j a n ɯ
possessive,s y b j a n ɯ m
citation,a d i
profs,a d i d͡ʒ i
predicative,a d i j i m
accusative,a d i j i
possessive,a d i m
citation,s y e t
profs,s y e t t͡ʃ i
predicative,s y e t i m
accusative,s y e t i
possessive,s y e t i m
citation,s y f e ɾ a
profs,s y f e ɾ a d͡ʒ ɯ
predicative,s y f e ɾ a j ɯ m
accusative,s y f e ɾ a j ɯ
possessive,s y f e ɾ a m
citation,s y f ɫ i
profs,s y f ɫ i d͡ʒ i
predicative,s y f ɫ i j i m
accusative,s y f ɫ i j i
possessive,s y f ɫ i m
citation,s y h u ɫ e t
profs,s y h u ɫ e t t͡ʃ i
predicative,s y h u ɫ e t i m
accusative,s y h u ɫ e t i
possessive,s y h u ɫ e t i m
citation,s y h u n e t
profs,s y h u n e t t͡ʃ i
predicative,s y h u n e t i m
accusative,s y h u n e t i
possessive,s y h u n e t i m
citation,s y k ɫ y m
profs,s y k ɫ y m d͡ʒ y
predicative,s y k ɫ y m y m
accusative,s y k ɫ y m y
possessive,s y k ɫ y m y m
citation,s y k ɫ y m p y k ɫ y m
profs,s y k ɫ y m p y k ɫ y m d͡ʒ y
predicative,s y k ɫ y m p y k ɫ y m y m
accusative,s y k ɫ y m p y k ɫ y m y
possessive,s y k ɫ y m p y k ɫ y m y m
citation,s y k s e
profs,s y k s e d͡ʒ i
predicative,s y k s e j i m
accusative,s y k s e j i
possessive,s y k s e m
citation,s y c u n
profs,s y c u n d͡ʒ u
predicative,s y c u n u m
accusative,s y c u n u
possessive,s y c u n u m
citation,s y c u n e t
profs,s y c u n e t t͡ʃ i
predicative,s y c u n e t i m
accusative,s y c u n e t i
possessive,s y c u n e t i m
citation,s y c u t
profs,s y c u t t͡ʃ u
predicative,s y c u t u m
accusative,s y c u t u
possessive,s y c u t u m
citation,s y ɫ a ɫ e
profs,s y ɫ a ɫ e d͡ʒ i
predicative,s y ɫ a ɫ e j i m
accusative,s y ɫ a ɫ e j i
possessive,s y ɫ a ɫ e m
citation,s y ɫ y k
profs,s y ɫ y k t͡ʃ y
predicative,s y ɫ y y m
accusative,s y ɫ y y
possessive,s y ɫ y y m
citation,b a ɾ i t o n
profs,b a ɾ i t o n d͡ʒ u
predicative,b a ɾ i t o n u m
accusative,b a ɾ i t o n u
possessive,b a ɾ i t o n u m
citation,s y ɫ y n
profs,s y ɫ y n d͡ʒ y
predicative,s y ɫ y n y m
accusative,s y ɫ y n y
possessive,s y ɫ y n y m
citation,s y ɫ y s
profs,s y ɫ y s t͡ʃ y
predicative,s y ɫ y s y m
accusative,s y ɫ y s y
possessive,s y ɫ y s y m
citation,s y ɫ j e n
profs,s y ɫ j e n d͡ʒ i
predicative,s y ɫ j e n i m
accusative,s y ɫ j e n i
possessive,s y ɫ j e n i m
citation,s y m b y ɫ
profs,s y m b y ɫ d͡ʒ y
predicative,s y m b y ɫ y m
accusative,s y m b y ɫ y
possessive,s y m b y ɫ y m
citation,s y m k y ɾ m e
aorist,s y m k y ɾ y ɾ
infinitive,s y m k y ɾ m e k
causative,s y m k y ɾ t y ɾ
citation,s y m k y ɾ m e k
infinitive,s y m k y ɾ t y ɾ
citation,s y m m e t e d a ɾ i k
profs,s y m m e t e d a ɾ i k t͡ʃ i
predicative,s y m m e t e d a ɾ i i m
accusative,s y m m e t e d a ɾ i i
possessive,s y m m e t e d a ɾ i i m
citation,s y m s y k
profs,s y m s y k t͡ʃ y
predicative,s y m s y y m
accusative,s y m s y y
possessive,s y m s y y m
citation,s y m y k
profs,s y m y k t͡ʃ y
predicative,s y m y k y m
accusative,s y m y y
possessive,s y m y y m
citation,s y n e p e
profs,s y n e p e d͡ʒ i
predicative,s y n e p e j i m
accusative,s y n e p e j i
possessive,s y n e p e m
citation,s y n g e ɾ
profs,s y n g e ɾ d͡ʒ i
predicative,s y n g e ɾ i m
accusative,s y n g e ɾ i
possessive,s y n g e ɾ i m
citation,s y n g e ɾ d͡ʒ i
predicative,s y n g e ɾ d͡ʒ i j i m
accusative,s y n g e ɾ d͡ʒ i j i
possessive,s y n g e ɾ d͡ʒ i m
citation,s y n g y
profs,s y n g y d͡ʒ y
predicative,s y n g y j y m
accusative,s y n g y j y
possessive,s y n g y m
citation,s y n g y ɫ e m e k
aorist,s y n g y ɫ e ɾ
causative,s y n g y ɫ e t i ɾ
citation,s y n n e t
profs,s y n n e t t͡ʃ i
predicative,s y n n e t i m
accusative,s y n n e t i
possessive,s y n n e t i m
citation,s y n n e t t͡ʃ i
predicative,s y n n e t t͡ʃ i j i m
accusative,s y n n e t t͡ʃ i j i
possessive,s y n n e t t͡ʃ i m
citation,s y n n i
profs,s y n n i d͡ʒ i
predicative,s y n n i j i m
accusative,s y n n i j i
possessive,s y n n i m
citation,b a ɾ k a
profs,b a ɾ k a d͡ʒ ɯ
predicative,b a ɾ k a j ɯ m
accusative,b a ɾ k a j ɯ
possessive,b a ɾ k a m
citation,s y p e ɾ
profs,s y p e ɾ d͡ʒ i
predicative,s y p e ɾ i m
accusative,s y p e ɾ i
possessive,s y p e ɾ i m
citation,s y p ɾ y ɫ m e k
aorist,s y p ɾ y ɫ y ɾ
causative,s y p y ɾ t y ɾ
citation,s y p ɾ y n t y
profs,s y p ɾ y n t y d͡ʒ y
predicative,s y p ɾ y n t y j y m
accusative,s y p ɾ y n t y j y
possessive,s y p ɾ y n t y m
citation,s y p y ɾ g e
profs,s y p y ɾ g e d͡ʒ i
predicative,s y p y ɾ g e j i m
accusative,s y p y ɾ g e j i
possessive,s y p y ɾ g e m
citation,s y p y ɾ g e t͡ʃ a ɫ ɯ s ɯ
profs,s y p y ɾ g e t͡ʃ a ɫ ɯ d͡ʒ ɯ
predicative,s y p y ɾ g e t͡ʃ a ɫ ɯ s ɯ j ɯ m
accusative,s y p y ɾ g e t͡ʃ a ɫ ɯ s ɯ n ɯ
possessive,s y p y ɾ g e t͡ʃ a ɫ ɯ m
citation,s y p y ɾ m e
aorist,s y p y ɾ y ɾ
infinitive,s y p y ɾ t m e k
causative,s y p y ɾ t y t
citation,s y p y ɾ m e k
citation,s y ɾ a h i
profs,s y ɾ a h i d͡ʒ i
predicative,s y ɾ a h i j i m
accusative,s y ɾ a h i j i
possessive,s y ɾ a h i m
citation,s y ɾ a t
profs,s y ɾ a t t͡ʃ i
predicative,s y ɾ a t i m
accusative,s y ɾ a t i
possessive,s y ɾ a t i m
citation,s y ɾ a t ɫ e n d i ɾ i d͡ʒ i
profs,s y ɾ a t ɫ e n d i ɾ i d͡ʒ i
predicative,s y ɾ a t ɫ e n d i ɾ i d͡ʒ i j i m
accusative,s y ɾ a t ɫ e n d i ɾ i d͡ʒ i j i
possessive,s y ɾ a t ɫ e n d i ɾ i d͡ʒ i m
citation,s y ɾ t͡ʃ
profs,s y ɾ t͡ʃ t͡ʃ y
predicative,s y ɾ t͡ʃ y m
accusative,s y ɾ t͡ʃ y
possessive,s y ɾ t͡ʃ y m
citation,s y ɾ d y ɾ m e
aorist,s y ɾ d y ɾ y ɾ
infinitive,s y ɾ d y ɾ m e k
causative,s y ɾ d y ɾ t y ɾ
citation,s y ɾ e
profs,s y ɾ e d͡ʒ i
predicative,s y ɾ e j i m
accusative,s y ɾ e j i
possessive,s y ɾ e m
citation,s y ɾ e a ʃ ɯ m ɯ
profs,s y ɾ e a ʃ ɯ m d͡ʒ ɯ
predicative,s y ɾ e a ʃ ɯ m ɯ j ɯ m
accusative,s y ɾ e a ʃ ɯ m ɯ n ɯ
possessive,s y ɾ e a ʃ ɯ m ɯ m
citation,s y ɾ e k
profs,s y ɾ e k t͡ʃ i
predicative,s y ɾ e k i m
accusative,s y ɾ e i
possessive,s y ɾ e i m
citation,s y ɾ f e
profs,s y ɾ f e d͡ʒ i
predicative,s y ɾ f e j i m
accusative,s y ɾ f e j i
possessive,s y ɾ f e m
citation,s y ɾ g i t
profs,s y ɾ g i t t͡ʃ i
predicative,s y ɾ g i t i m
accusative,s y ɾ g i t i
possessive,s y ɾ g i t i m
citation,s y ɾ g y
profs,s y ɾ g y d͡ʒ y
predicative,s y ɾ g y j y m
accusative,s y ɾ g y j y
possessive,s y ɾ g y m
citation,s y ɾ g y ɫ e m e k
aorist,s y ɾ g y ɫ e ɾ
infinitive,s y ɾ g y ɫ e t i ɾ
citation,s y ɾ g y n
profs,s y ɾ g y n d͡ʒ y
predicative,s y ɾ g y n y m
accusative,s y ɾ g y n y
possessive,s y ɾ g y n y m
citation,s y ɾ m e
aorist,s y ɾ e ɾ
infinitive,s y ɾ m e k
causative,s y ɾ d y ɾ y ɾ
citation,s y ɾ m e k
citation,s y ɾ m e ɫ e m e k
aorist,s y ɾ m e ɫ e ɾ
causative,s y ɾ m e ɫ e t i ɾ
citation,b a ɾ m e n
profs,b a ɾ m e n d͡ʒ i
predicative,b a ɾ m e n i m
accusative,b a ɾ m e n i
possessive,b a ɾ m e n i m
citation,s y ɾ m e n a ʒ
profs,s y ɾ m e n a ʒ d͡ʒ ɯ
predicative,s y ɾ m e n a ʒ ɯ m
accusative,s y ɾ m e n a ʒ ɯ
possessive,s y ɾ m e n a ʒ ɯ m
citation,s y ɾ ɾ e a ɫ i s t
profs,s y ɾ ɾ e a ɫ i s t t͡ʃ i
predicative,s y ɾ ɾ e a ɫ i s t i m
accusative,s y ɾ ɾ e a ɫ i s t i
possessive,s y ɾ ɾ e a ɫ i s t i m
citation,s y ɾ t m e
aorist,s y ɾ t e ɾ
infinitive,s y ɾ t m e k
causative,s y ɾ t t y ɾ y ɾ
citation,s y ɾ t m e k
citation,s y ɾ t y k
profs,s y ɾ t y k t͡ʃ y
predicative,s y ɾ t y y m
accusative,s y ɾ t y y
possessive,s y ɾ t y y m
citation,s y ɾ t y ɫ m e k
aorist,s y ɾ t y ɫ y ɾ
causative,s y ɾ t y ɫ t y ɾ y ɾ
citation,s y ɾ y
profs,s y ɾ y d͡ʒ y
predicative,s y ɾ y j y m
accusative,s y ɾ y j y
possessive,s y ɾ y m
citation,s y ɾ y d͡ʒ y
predicative,s y ɾ y d͡ʒ y j y m
accusative,s y ɾ y d͡ʒ y j y
possessive,s y ɾ y d͡ʒ y m
citation,s y ɾ y k ɫ e m e
aorist,s y ɾ y k ɫ e ɾ
infinitive,s y ɾ y k ɫ e m e k
causative,s y ɾ y k ɫ e t i ɾ
citation,s y ɾ y k ɫ e m e k
citation,s y ɾ y ɫ m e
aorist,s y ɾ y ɫ y ɾ
infinitive,s y ɾ y ɫ m e k
causative,s y ɾ y ɫ t y ɾ
citation,s y ɾ y ɫ m e k
causative,s y ɾ y ɫ d y ɾ y ɾ
citation,s y ɾ y m
profs,s y ɾ y m d͡ʒ y
predicative,s y ɾ y m y m
accusative,s y ɾ y m y
possessive,s y ɾ y m y m
citation,s y ɾ y m d͡ʒ y
predicative,s y ɾ y m d͡ʒ y j y m
accusative,s y ɾ y m d͡ʒ y j y
possessive,s y ɾ y m d͡ʒ y m
citation,s y ɾ y m e k
aorist,s y ɾ y ɾ
causative,s y ɾ y t y ɾ
citation,s y ɾ y m ɫ y j y
profs,s y ɾ y m ɫ y d͡ʒ y
predicative,s y ɾ y m ɫ y j y m
accusative,s y ɾ y m ɫ y j y
possessive,s y ɾ y m ɫ y m
citation,s y ɾ y n d͡ʒ e m e
profs,s y ɾ y n d͡ʒ e m e d͡ʒ i
predicative,s y ɾ y n d͡ʒ e m e j i m
accusative,s y ɾ y n d͡ʒ e m e j i
possessive,s y ɾ y n d͡ʒ e m e m
citation,b a ɾ o
profs,b a ɾ o d͡ʒ u
predicative,b a ɾ o j u m
accusative,b a ɾ o j u
possessive,b a ɾ o m
citation,s y ɾ y n m e k
aorist,s y ɾ y n y ɾ
causative,s y ɾ y n d y ɾ y ɾ
citation,s y ɾ y ʃ m e k
aorist,s y ɾ y ʃ y ɾ
infinitive,s y ɾ y ʃ t y ɾ y ɾ
citation,s y ɾ y t m e
aorist,s y ɾ y t y ɾ
infinitive,s y ɾ y t m e k
causative,s y ɾ y t t y ɾ y ɾ
citation,s y ɾ y t m e k
infinitive,s y ɾ y t t y ɾ y ɾ
citation,s y s
profs,s y s t͡ʃ y
predicative,s y s y m
accusative,s y s y
possessive,s y s y m
citation,s y s ɫ e m e
aorist,s y s ɫ e ɾ
infinitive,s y s ɫ e m e k
causative,s y s ɫ e t i ɾ
citation,s y s ɫ e m e k
citation,b a ɾ o k
profs,b a ɾ o k t͡ʃ u
predicative,b a ɾ o u m
accusative,b a ɾ o u
possessive,b a ɾ o u m
citation,s y s p a n s
profs,s y s p a n s t͡ʃ ɯ
predicative,s y s p a n s ɯ m
accusative,s y s p a n s ɯ
possessive,s y s p a n s ɯ m
citation,s y s s y z
profs,s y s s y z d͡ʒ y
predicative,s y s s y z y m
accusative,s y s s y z y
possessive,s y s s y z y m
citation,s y t
profs,s y t t͡ʃ y
predicative,s y t y m
accusative,s y t y
possessive,s y t y m
citation,s y t a a d͡ʒ ɯ
profs,s y t a a t͡ʃ t͡ʃ ɯ
predicative,s y t a a d͡ʒ ɯ j ɯ m
accusative,s y t a a d͡ʒ ɯ n ɯ
possessive,s y t a a d͡ʒ ɯ m
citation,s y t u n
profs,s y t u n d͡ʒ u
predicative,s y t u n u m
accusative,s y t u n u
possessive,s y t u n u m
citation,s y v a ɾ i
profs,s y v a ɾ i d͡ʒ i
predicative,s y v a ɾ i j i m
accusative,s y v a ɾ i j i
possessive,s y v a ɾ i m
citation,s y v e t e ɾ
profs,s y v e t e ɾ d͡ʒ i
predicative,s y v e t e ɾ i m
accusative,s y v e t e ɾ i
possessive,s y v e t e ɾ i m
citation,s y z d y ɾ m e
aorist,s y z d y ɾ y ɾ
infinitive,s y z d y ɾ m e k
causative,s y z d y ɾ t y ɾ
citation,b a ɾ o m e t ɾ e
profs,b a ɾ o m e t ɾ e d͡ʒ i
predicative,b a ɾ o m e t ɾ e j i m
accusative,b a ɾ o m e t ɾ e j i
possessive,b a ɾ o m e t ɾ e m
citation,s y z g e t͡ʃ
profs,s y z g e t͡ʃ t͡ʃ i
predicative,s y z g e t͡ʃ i m
accusative,s y z g e t͡ʃ i
possessive,s y z g e t͡ʃ i m
citation,s y z m e
aorist,s y z e ɾ
infinitive,s y z m e k
causative,s y z d y ɾ y ɾ
citation,s y z m e k
citation,s y z y k
profs,s y z y k t͡ʃ y
predicative,s y z y y m
accusative,s y z y y
possessive,s y z y y m
citation,s y z y ɫ m e k
aorist,s y z y ɫ y ɾ
causative,s y z y ɫ t y ɾ
citation,s u a l
profs,s u a l d͡ʒ i
predicative,s u a l i m
accusative,s u a l i
possessive,s u a l i m
citation,s u a ɫ t ɯ
profs,s u a ɫ t ɯ d͡ʒ ɯ
predicative,s u a ɫ t ɯ j ɯ m
accusative,s u a ɫ t ɯ n ɯ
possessive,s u a ɫ t ɯ m
citation,s u a ɾ e
profs,s u a ɾ e d͡ʒ i
predicative,s u a ɾ e j i m
accusative,s u a ɾ e j i
possessive,s u a ɾ e m
citation,b a ɾ o n
profs,b a ɾ o n d͡ʒ u
predicative,b a ɾ o n u m
accusative,b a ɾ o n u
possessive,b a ɾ o n u m
citation,s u b a j
profs,s u b a j d͡ʒ ɯ
predicative,s u b a j ɯ m
accusative,s u b a j ɯ
possessive,s u b a j ɯ m
citation,s u b i ɫ g i s i
profs,s u b i ɫ g i d͡ʒ i
predicative,s u b i ɫ g i s i j i m
accusative,s u b i ɫ g i s i j i
possessive,s u b i ɫ g i s i m
citation,s u t͡ʃ
profs,s u t͡ʃ t͡ʃ u
predicative,s u t͡ʃ u m
accusative,s u t͡ʃ u
possessive,s u t͡ʃ u m
citation,s u t͡ʃ i t͡ʃ e i
profs,s u t͡ʃ i t͡ʃ e k t͡ʃ i
predicative,s u t͡ʃ i t͡ʃ e j i m
accusative,s u t͡ʃ i t͡ʃ e i n i
possessive,s u t͡ʃ i t͡ʃ e i m
citation,s u t͡ʃ ɫ a m a
aorist,s u t͡ʃ ɫ a ɾ
causative,s u t͡ʃ ɫ a t ɯ ɾ
citation,s u t͡ʃ ɫ a m a k
citation,s u d͡ʒ u
predicative,s u d͡ʒ u j u m
accusative,s u d͡ʒ u j u
possessive,s u d͡ʒ u m
citation,s u d͡ʒ u k
profs,s u d͡ʒ u k t͡ʃ u
predicative,s u d͡ʒ u u m
accusative,s u d͡ʒ u u
possessive,s u d͡ʒ u u m
citation,s u d a k
profs,s u d a k t͡ʃ ɯ
predicative,s u d a ɯ m
accusative,s u d a ɯ
possessive,s u d a ɯ m
citation,s u d a n
profs,s u d a n d͡ʒ ɯ
predicative,s u d a n ɯ m
accusative,s u d a n ɯ
possessive,s u d a n ɯ m
citation,s u d o ɫ a b ɯ
profs,s u d o ɫ a p t͡ʃ ɯ
predicative,s u d o ɫ a b ɯ j ɯ m
accusative,s u d o ɫ a b ɯ n ɯ
possessive,s u d o ɫ a b ɯ m
citation,s u f ɫ œ ɾ
profs,s u f ɫ œ ɾ d͡ʒ y
predicative,s u f ɫ œ ɾ y m
accusative,s u f ɫ œ ɾ y
possessive,s u f ɫ œ ɾ y m
citation,s u g e t͡ʃ i ɾ m e z
profs,s u g e t͡ʃ i ɾ m e z d͡ʒ i
